,Job Title,Location,Applicant Count,Job Poster,Requirements,Job URL
71,Principal Climate Data Scientist,"Brisbane, Queensland, Australia",7,,"['leading and coordinating the provision of data science expertise to support the Climate Projections and Services team to process, analyse and manage climate modelling output and observational data; and develop and deliver new product capabilities.', 'implementing data governance processes for the team to ensure that the data is highly accessible and well managed.', 'leading, coordinating and reviewing the documentation of climate analytical routines as well as the writing of scientific papers and technical reports underpinning the climate program and disclosing its outcomes.', 'communicating key findings (including limitations) of data analyses to Senior and Executive Officers across Queensland Government agencies to support decision making, and to other technical and non-technical.', 'actively leading and mentoring a small team of scientists.', 'maintaining technical knowledge, competence and excellence in the data science field.', 'fostering a workplace culture that supports and promotes the interests of First Nations people and actively engage through our work to contribute to better outcomes for First Nations.', 'demonstrated extensive knowledge and technical expertise on handling climate data programmatically (e.g., using Python and/or R)', 'lateral and innovative thinking', 'ability to communicate complex science to a range of audiences', 'demonstrated ability to operate in a team environment', 'demonstrated ability to lead and support a small team of scientists, and to manage and deliver projects and climate services.']",https://www.linkedin.com//jobs/view/3482362883/?alternateChannel=search&refId=2lO%2FyjoWILWsAOvPfPwnQw%3D%3D&trackingId=CIGuGiMV9ciAEgrU8Jxfqw%3D%3D&trk=d_flagship3_search_srp_jobs
72,Data Analyst - $600 +super,"Sydney, New South Wales, Australia",76,,"['Hybrid working', '$600 +super', 'Initial 6 month contract', 'Using fundamental database concepts to analyse, develop & maintain data in the initial project phase.', 'Develop process for producing excel spreadsheets programmatically from a central consolidated database/excel for multiple targeted stakeholders (hundreds).', 'Develop/maintain process for importing multiple (hundreds) Excel spreadsheets into a single consolidated database/spreadsheet.', 'Ensuring and maintaining integrity, quality and completeness of input data produced from collection team (advisors/Business Analysts)', 'Integrating Excel via standard integration methods to databases/applications', 'Must have advanced knowledge & experience with Excel.', ""Ideally you'll have 4+ years' experience as a data / database analyst."", 'Excellent stakeholder management skills.', 'Experience within the education sector would be highly advantageous.']",https://www.linkedin.com//jobs/view/3490835179/?alternateChannel=search&refId=2lO%2FyjoWILWsAOvPfPwnQw%3D%3D&trackingId=wK0OzAKZlT37BiAJSZnE1Q%3D%3D&trk=d_flagship3_search_srp_jobs
73,"Senior Data Scientist, Credit Risk","Sydney, New South Wales, Australia",107,,"['Own the development and regular maintenance of various data science models and model-based strategies for: Early warning model, Collections & Recovery.', 'Support the risk directors and executives with various analytical insights and conduct ad-hoc ‘deep-dives’ as required.', 'Help to define a strategic roadmap across your specific model build space.', 'Work closely with a range of business stakeholders from: Collections, CRM and Credit Risk.', 'Expert SQL skills.', 'Interest in solving business problems and the ability to work cross functionally.', 'Proven experience in working with unstructured data and model development.', 'Experience developing data models using Python or R.', 'Knowledge of collections process or collections analytics is a bonus!', 'Experience with Databricks is great!', 'Ownership of end to end delivery of your models and freedom to #changethegame.', 'Movement at Zip speed, the ability to see your models up in production within a short space of time.', 'Opportunity to own and deliver strategy across key business initiatives.', 'Flexible working culture, giving you the choice on how and where you work', 'Funding and up to 2 days leave for your professional development', '25 days paid leave annually, including birthday leave and quarterly wellbeing days', '16 weeks paid parental leave for primary carers, and 4 weeks for supporting carers', 'Family support policies including miscarriage bereavement leave and domestic violence leave', 'Mental health and wellbeing initiatives, including $299 annual wellbeing allowance, free fitness classes, and discounted gym membership', '2 days paid volunteering leave per year', 'Fee-free Zip products, and discounts with Zip merchant partners (AU)', 'Share incentive programs, to give you skin in the game', 'Team social events, epic offices, free breakfast daily, and weekly free lunches (Sydney)']",https://www.linkedin.com//jobs/view/3240777208/?alternateChannel=search&refId=2lO%2FyjoWILWsAOvPfPwnQw%3D%3D&trackingId=%2FFOfO3RBFcfvDlvZ9TluZA%3D%3D&trk=d_flagship3_search_srp_jobs
74,Senior Data Scientist - Data Led Transformation (ALH - hotel optimisations),"Surry Hills, New South Wales, Australia",16,,"['Responsible for the end-to-end data science execution including scoping, building, testing, implementation, maintenance, tracking and optimisation of machine learning and deep learning models.', 'Responsible for complete and accurate documentation of all development.', 'Deliver effective presentations of findings and recommendations to multiple levels of stakeholders, creating visual displays of quantitative information.', 'Offshore vendor management (technical side)', 'Provide data science roadmap and strategy for multiple use cases in hotel optimisations.', '5+ years of relevant working experience', 'Good understanding of machine learning algorithms and their applications', 'Proven skills in translating analytics output to actionable insights and recommendations to stakeholders.', 'Experience in working within a cross functional team', 'Experience in writing high quality Python code', 'Experience in developing, deploying and maintaining machine learning models in cloud environments such as Google Cloud Platform (GCP)', 'Experience in SQL (e.g., BigQuery)', 'Familiar with DevOps concepts and tools (e.g., GIT)', 'Preferred experience with range optimisations, uplift/model attributions', 'Preferred experience with hotel business domain knowledge or retail business', 'Excellent remuneration package and flexible working in every sense. We value our people', 'Everyday Rewards plus card - access exclusive employee discounts across Woolworths, BigW and Endeavour Group brands (BWS, Dan Murphy’s etc) and 50% off food at ALH venues.', 'Our innovative ways of working include headspace mornings once a month (no meetings company-wide), opportunity to partner alongside bright minds and genuine investment in leading technologies', 'Paid learning & development opportunities', 'Career progression to help you realise your potential. As our business grows so do the opportunities for our people', 'Access to our Endeavour Group Employee Share Scheme!', 'Wine education: Bronze, Silver & Gold certifications', 'Work with an industry-leading team and be a part of one of the most exciting retail transformations in Australia']",https://www.linkedin.com//jobs/view/3406346051/?alternateChannel=search&refId=2lO%2FyjoWILWsAOvPfPwnQw%3D%3D&trackingId=2wsT4MX8oCpE96B7hLXqyQ%3D%3D&trk=d_flagship3_search_srp_jobs
75,Research Data Analyst,"Sydney, New South Wales, Australia",97,,"['Undertake specialist analysis, research and evaluation projects, to assess the impact of policy proposals, and program and service design and delivery initiatives.', ""Contribute to identifying and defining emerging issues which impact on the achievement of the Government's objectives."", 'Contribute to the design and implementation of tools and processes to identify, analyse and facilitate improvements to AHO and DPIE policy development, program and service design, and service delivery.', 'Maintain in-depth knowledge of analysis, research and evaluation methodologies and techniques that will ensure AHO and DPIE services are delivered efficiently and that client and business outcomes are measured and reported.', 'Provide proactive and evidence-based advice to the Business unit leader, Director and/or the Chief Executive as analysis and research projects are developed to ensure that the methodology is robust and will contribute to the identification, monitoring and improvement of client outcomes.', 'Research and prepare advice in the form of briefs, policy and discussion papers to contribute to responses to Ministerial, Cabinet, AHO or DPIE requests.', 'Liaise and work across AHO and DPIE Divisions and non-government stakeholders to ensure effective interface between program development, planning, service design and policy implementation.', 'Work effectively with team members towards mutual continued development and provide feedback to each other on analysis and research undertaken.', 'Providing timely, robust and comprehensible analysis, research and evaluation advice that is consistent with stakeholder requirements and supports decision making.', 'Keeping up-to-date and maintaining in-depth knowledge of analysis, modelling, research and evaluation methodologies and relevant information systems, and application of these in a human services context.']",https://www.linkedin.com//jobs/view/3467081753/?alternateChannel=search&refId=2lO%2FyjoWILWsAOvPfPwnQw%3D%3D&trackingId=DzuN5UKtSCELpX3D5p2v8A%3D%3D&trk=d_flagship3_search_srp_jobs
76,Data Science Subject Matter Expert (Contract),"Sydney, New South Wales, Australia",25,Mara D.,"['Machine Learning and deep Learning using python', 'NLP and Conversational AI implementation using Python', 'GCP cloud experience', 'Data Visualization using Python and Power BI', 'Experience in leading data science teams across multiple industries', 'Problem solving & problem framing', 'Hypothesis definition and testing', 'Statistics and advanced analytics', 'Metaheuristic optimization', 'Data visualization using Tableau', 'Machine learning algorithms', 'Big Data Tools: Hadoop', 'Programming Languages: Python, SAS, SPSS, Java', 'Data visualization: Tableau, Power BI, Qlik', 'Version Control Tools: GitHub', 'OLAP tools: SAP Business Objects', 'Machine Learning: Jupyter Notebooks, Vertex AI , Azure ML', 'Query Language: SQL', 'Cloud: Azure, GCP', 'Packages: Sklearn, Keras, NLTK, Opencv, Cookiecutter, Poetry, Hydra', 'Rewarding Salary', 'Personal Growth Roadmap, ongoing Performance Review & Mentoring Program', 'Certification Programs', 'English Training Program', 'Medical Insurance', 'Unlimited Annual Leave', 'Birthday Leave', 'Remote Work Opportunities', 'Corporate Events']",https://www.linkedin.com//jobs/view/3484423293/?alternateChannel=search&refId=2lO%2FyjoWILWsAOvPfPwnQw%3D%3D&trackingId=IUjjLYre4%2BRI%2FKLqPlFZiA%3D%3D&trk=d_flagship3_search_srp_jobs
77,Senior Data Scientist - Applied Machine Learning,"Sydney, New South Wales, Australia",139,,"['This is an APPLIED ML / DATA SCIENCE job for a real, existing product. You are helping other data scientists with ease of deployment, automation of ML /data pre-processing and leveraging cloud ML services and other ML packages and tools', 'Friendly team of high-calibre, experienced data scientists and product engineers', 'Fast Growth company - currently growing internationally', 'Machine Learning and data science are not just a sideshow, they are the competitive advantage for this business', 'Great tech stack; Databricks, Microsoft Azure and Azure ML services, Python & ML packages', 'Focus on Production ML and Deep Learning, with a team focus on uplifting ML Ops awareness and introducing best practices', 'We are looking for a minimum of 4 years of professional data science experience in company or start-up settings (but average applicants will have 7-8 years)', 'You need experience using cloud ML services () or AWS Sagemaker or GCP Vertex AI or Databricks or similar - and how to make deployment & productionisation of ML more efficient', 'Python experience writing production grade code (as a data scientist, not a software engineer) including any relevant ML packages & libraries such as; NumPy, Tensorflow, Keras, scikit-learn or SciPy', 'Good communication skills - including challenging peers and managers to consider trade-offs between build vs. buy and time-to-deploy vs. accuracy, etc', 'Must have full Australian work rights']",https://www.linkedin.com//jobs/view/3452596529/?alternateChannel=search&refId=2lO%2FyjoWILWsAOvPfPwnQw%3D%3D&trackingId=9%2FGXZdgmMzvtW0iRLAM87Q%3D%3D&trk=d_flagship3_search_srp_jobs
78,Pricing Data Scientist,"Brisbane, Queensland, Australia",47,,"['To manage the end-to-end development and implementation of a range of predictive models that support the business to make better decisions', 'To review the modelling process including data preparation, modelling, review, implementation and monitoring as well as make recommendations for continuous improvements', 'To support the Actuarial Team’s approach to technical pricing by developing approaches for more efficient processing of external data, classification of assets or use of available information', 'To evaluate, manage and communicate complex changes to models and their implications', 'Prepare papers and other communication material for senior management,', 'Lead the development of a range of predictive models', 'Assist the Pricing Team with a range of data assets', 'Communicate complex concepts to a non-technical audience', 'Create test plans, manage and sign-off testing for all business-wide IT changes that impact pricing', '5+ years general insurance industry experience', 'Experience with developing and implementing a range of predictive models for various purposes', 'Proven analytical and problem-solving capability;', 'Excellent attention to detail', 'Clear understanding of statistical modelling techniques and, in particular, modern modelling techniques (e.g. machine learning)', 'Superior communication skills that include stakeholder management and development of high-quality board papers', 'Familiarity with statistical software packages (e.g. SAS, R, SQL) is advantageous; and', 'Degree qualified in mathematics, statistics, actuarial studies or similar', 'Location – Our office is conveniently based in Toowong Village shopping centre - a city fringe location with access to retail, restaurants, various parking options and public transport.', 'Extra leave - Enjoy additional leave days on us! You’ll receive a paid ‘ME’ day and one paid volunteer leave day annually. Team members can also purchase up to two additional weeks of leave per year.', 'Paid parental leave - We support our new parents with paid parental leave and other benefits.', 'Workplace giving - If you’re passionate about a cause, then we are too – we offer workplace giving and we’ll dollar match your donations to registered charities.', 'Development opportunities - We’re championing your development with internal programs and access to a wide range of online courses.', 'Employee discounts - You’ll receive discounts on Budget Direct insurance products.', 'Reward and recognition - We reward high performance with employee recognition, reward and incentive schemes.', 'Onsite facilities – There are excellent end-of-trip facilities on offer and private spaces for nursing mothers.', 'Get social - Join our vibrant social and community activities including annual celebrations, family fun days and regular events across each of our sites.']",https://www.linkedin.com//jobs/view/3451901432/?alternateChannel=search&refId=2lO%2FyjoWILWsAOvPfPwnQw%3D%3D&trackingId=fuG9uSWU1s3oEYhwpj5Qxw%3D%3D&trk=d_flagship3_search_srp_jobs
79,Business Data Analyst,"Sydney, New South Wales, Australia",,Kylie Tangeman,"['Strong knowledge of SQL', 'Detailed documentation experience', 'Demonstrated experience as a Data / Business Analyst within Data Projects', 'Big Date and Finance / Banking experience ideal', 'Ability to engage with stakeholders at various levels', 'Gathering detailed and clear requirements']",https://www.linkedin.com//jobs/view/3463597938/?alternateChannel=search&refId=2lO%2FyjoWILWsAOvPfPwnQw%3D%3D&trackingId=pHtnM3DNU5WLUXb13WAi1Q%3D%3D&trk=d_flagship3_search_srp_jobs
80,Data Scientist / Bioinformatician,"Sydney, New South Wales, Australia",133,Peter Priestley,"['Working closely with software engineers and cancer researchers to develop cutting edge algorithms for analyzing RNA and DNA sequencing data', 'Leveraging Hartwig’s tools and database to help explore, discover and validate new insights in tumor biology and treatment', 'Working with our many collaborators and users of our tools to help integrate our tools into research and clinical pipelines', 'Improving productivity and scalability of our internal processes, engineering and analyses via automation and simplification', 'Qualification in relevant degree such as bioinformatics, computational biology or data science (PHD desirable, but not required)', 'At least 5 years of demonstrable experience as a data scientist, bioinformatician or a similar position. Specific experience in cancer genomics or transcriptomics is highly desirable', 'Australian citizenship or permanent residency', 'Strong familiarity with Unix/Linux and cloud computing environments', 'Data manipulation and visualization skills in R or Python required, further programming experience in Java, C++, C# or a similar object-oriented language are an asset', 'Ability to work cross-functionally and drive projects to completion', 'Excellent written and verbal communication skills', 'Sense of urgency and ability to prioritize', 'A diverse set of responsibilities in a talented, highly committed and enthusiastic team', 'A commitment to open-source development and knowledge and data sharing', 'A focus on innovation, automation and the development of best-in-class DNA and RNA analyses for molecular profiling', 'An emphasis on translational impact to ensure our development efforts directly affect and improves the lives and treatment of cancer patients', 'Fast development cycle and short turnaround times for new features to be added to our research and diagnostic pipelines', 'Opportunities to collaborate with leading cancer genomics research groups both locally and internationally']",https://www.linkedin.com//jobs/view/3458512896/?alternateChannel=search&refId=2lO%2FyjoWILWsAOvPfPwnQw%3D%3D&trackingId=XkAXHxC9K42O1gYOKU8HSw%3D%3D&trk=d_flagship3_search_srp_jobs
81,Lead Data Scientist (Machine Learning),Australia,,,"['Design, develop, maintain and manage our data warehouses /data lake', 'Build advanced Machine Learning / Analytics models', 'Work with our product and engineering teams to use your ML initiatives, including developing products', 'Be our data steward - own our governance, be a data security evangelist', 'Coach, mentor and develop a small team of Data Analysts in Data Science', 'Provide advice and work directly with our Chief Product and Technology Officer (CPTO) to scale the data function into the future', 'Experienced as a Lead or Senior Data Scientist within a product lead technology business, including experience in ML for revenue generation', 'Deep hands-on experience with creating Machine Learning models from scratch and getting them into production', 'A passion for and confidence in Data Governance and stewardship', 'An experience or desire to manage and develop a team', 'Solid ability to code in Python, SQL, R', 'Masters or PhD in a relevant field', 'Experience with ETL or systems integration projects', 'Remote-first! With flexible working arrangements.', 'Participate in our Employee Share Options Program - you’ll be a part owner of Employment Hero', '20 days vacation leave, plus 1 Leisure Rules day a year', 'Self, health, wealth and happiness programs', 'We set you up for success with the latest and greatest hardware, tools and tech + a generous budget to spend on setting up your home office (if you need a desk, chair, screen? You name it!)', 'Budgets towards continuing your learning and other generous allowances', 'International annual company conference (Last conference we went to Phuket, Thailand!)', 'Refer friends to open jobs and receive a cash bonus for every successful referral you make', 'Virtual yoga classes', 'Our Sydney office is dog friendly and remains open for team meetings, collaboration days and those who need a day away from their home office (we are a COVID-safe workspace for those who choose to use it)', 'Raised $181M achieving unicorn status in February 2022', 'LinkedIn Top 25 Startups 2021, ranked #2 in Australia', 'The Australian Top 100 Innovators List 2021', 'Raised $140M Series E round led by Insight Partners July 2021', 'Raised $45M Series D round led by Seek 2021', 'Deloitte Technology Fast 50 2020, ranked #42 in Australia', 'LinkedIn Top 10 Startups 2020', 'Raised $22M Series C Round led by Seek July 2019', 'Raised $8 mill series B round led by Seek and OneVentures', 'Deloitte Technology Fast 50 2019, ranked #20 in Australia', 'GetApp Category Leader Q1 2019', 'Deloitte Technology Fast 50 2018, ranked #12 in Australia', 'HRD Gold Medalist - Human Capital Management Systems 2018', 'HRD Gold Medalist - Rewards and Recognition Service Provider 2018', 'HRD Rewards and Recognition Employer of Choice 2018', 'LinkedIn Top 25 Startups 2018', 'EY Entrepreneur of the Year National Finalist 2018']",https://www.linkedin.com//jobs/view/3454672703/?alternateChannel=search&refId=2lO%2FyjoWILWsAOvPfPwnQw%3D%3D&trackingId=T3lRLOP%2BRay9Z%2B9AMUyw2Q%3D%3D&trk=d_flagship3_search_srp_jobs
82,Data Analyst,"Gold Coast, Queensland, Australia",74,,"['Exciting project opportunity', 'Hybrid working arrangements', 'Attractive hourly rate', 'Developing visualisation techniques to effectively communicate analytical results and support business decisions on customer data requirements', 'Assist in general data profiling activities contained within identified systems and be able to develop key data artefacts to support project deliverables. E.g., Data models, data profiling, quality assessment reports, and ETL design.', 'Definition and ongoing management of information principles, data standards, and customer data management', 'Coordinate with the business areas to understand their information needs and identify ways to visualise and present information in a user-friendly manner', 'Interpret data and analyse results to provide ongoing reports and visualisations', 'Design, build and test any data ingestion processes that maybe required for the CDP implementation and support business verification of these processes.', 'Provide knowledge transfer and functional assistance to the business on the use of reporting and visualisation or ETL processes when required.', 'Appropriate qualifications in Information Technology and/or Business Management, or significant experience in a similar technical role in an ICT service delivery environment.', 'Experienced in using cloud data analytics platforms such as Azure Data Factory and Synapse or equivalent architecture.', 'History of working on large scale enterprise-wide projects, preferably with experience implementing solutions to improve customer experience.', 'Demonstrate the ability to take complex business requirements and translate these into well designed end to end discrete micro services.', 'Experience in using data modelling tools to translate existing artefacts into conceptual/logical data views.', 'Platform knowledge in other Microsoft data analytic and visualisation toolsets such as SSMS, SSIS and Power BI.', 'Integration experience dealing with multiple and varying data source and target architecture platforms.', 'Strong analytical skills with the ability to collect, organize, analyse, and disseminate significant amounts of information with attention to detail and accuracy.', 'You can bring new ideas and challenge the status quo to bring about continuous improvement.', 'Communicates with influence and effectively engages with suppliers and internal stakeholders to deliver constructive outcomes and resolve issues.', 'Able to work well within a high performing team environment and preferably demonstrated working in an Agile or Hybrid delivery model.', 'Have a ""Customer first"" mindset.']",https://www.linkedin.com//jobs/view/3484298134/?alternateChannel=search&refId=2lO%2FyjoWILWsAOvPfPwnQw%3D%3D&trackingId=adsjdXBkAoFlSwKzfHg%2FCQ%3D%3D&trk=d_flagship3_search_srp_jobs
83,Software Engineer (Modelling and Data Science),"Sydney, New South Wales, Australia",64,,[],https://www.linkedin.com//jobs/view/3447565008/?alternateChannel=search&refId=2lO%2FyjoWILWsAOvPfPwnQw%3D%3D&trackingId=M5iSgd0KcN%2FiWDSXXmYe5Q%3D%3D&trk=d_flagship3_search_srp_jobs
84,Big Data Developer,"Sydney, New South Wales, Australia",36,Abhiprai Sharma,"['Expert big data engineering skills including Java, Scala, Python, the Apache Big Data stack and Hortonworks HDF including:', 'Hadoop', 'Hive', 'Spark', 'HBase', 'Design and build data pipelines for both analytical and operational data applications', 'Build capabilities on the platform that enable data analysts to rapidly consume data pipelines through data applications and exploration capabilities', 'Define and update data models and associated technical and business metadata', 'Work closely with Product Owner/s, Architects and delivery teams to build systems that drive towards its strategic platform vision', 'Optimise and contribute to existing Platform frameworks, components and templates enabling future development efficiencies', 'Knowledge transfer throughout the organization via participation in CoPs, appropriate documentation and internal presentations establishing thought leadership and capability excellence on client’s platform', 'Experience building batch data pipelines and applications in a production environment', 'Experience with functional programming techniques', 'Experience in Test Driven Development or Behaviour Driven Development', 'Experience in logical and physical data modelling across structured, semi-structured and unstructured data technologies', 'Software testing and release cycle experience', 'Excellent communications skills and a team player.', 'SQL and relational database skills (MS SQL Server, Oracle, etc.)', 'Proficiency with Cloud providers, preferably Azure, alternatively AWS, GCP, etc.', 'Ability to express real-world processes in the languages of mathematics and probability', 'Agile delivery experience (including Scrum, Kanban, SAFe)', 'Domain expertise in finance, credit risk, fraud, and/or marketing', 'Proficiency with data visualization libraries (Bokeh, Matplotlib, d3.js)', 'Machine learning or data science engineering experience']",https://www.linkedin.com//jobs/view/3469521145/?alternateChannel=search&refId=2lO%2FyjoWILWsAOvPfPwnQw%3D%3D&trackingId=jTyhI%2BPhfbd101S3rx6Nqw%3D%3D&trk=d_flagship3_search_srp_jobs
85,Data Analyst,"Melbourne, Victoria, Australia",,,"['Work closely with the Operations leads to understand their business insights needs', 'Design and conduct analyses and reports to provide insights at scale that support growth and profitability strategies', 'Develop a formalised process to identify, analyse, and interpret trends or patterns in complex data sets, empower informed decision making for stakeholders', 'Improve the efficiency of the Operations team through targeted training based on performance and assist workforce management', 'Isolate, identify and communicate data issues and own data quality for the analyses and reports produced', 'Quantitative background in statistics, mathematics, computer science, business/commerce or related disciplines', 'A background in a either Python or SQL would be favourable', 'Strong problem solving and analytics skills', 'Excellent verbal and written English communication skills', 'Some experience with a data visualisation tool (e.g. Tableau, Looker) is a plus', 'Experience with large data sets and distributed computing (Hive/Hadoop) is a plus', 'Healthcare coverage', 'Retirement Plans', 'Employee Stock Purchase Program', 'Wellness perks', 'Paid parental leave', 'Paid time off', 'Learning and Development resources']",https://www.linkedin.com//jobs/view/3492633066/?alternateChannel=search&refId=2lO%2FyjoWILWsAOvPfPwnQw%3D%3D&trackingId=RkXWntOsZqBYa4EWJvMCug%3D%3D&trk=d_flagship3_search_srp_jobs
86,Data Analyst - ANZ Plus,"Melbourne, Victoria, Australia",27,,"['Help shape the future as we leverage data to flip traditional banking on its head', 'Use Google’s cloud services to deliver real-time insights about customer behaviour and inform business decisions', 'Be part of something different - working in an agile way to innovate and deliver quality outcomes at pace', 'Work with agile teams on identifying analytical opportunities', 'Curating and modelling data to ascertain customer and business value', 'Visualising outcome and presenting compelling opportunities to stakeholders', 'Working with data will be a key part of the role including the need to discover, identify, curate and model the data appropriately to drive insights', 'Working with different teams, undertaking Data Discovery against business objectives including requirements gathering and gap analysis', 'You will be working with key product owners to formulate details hypotheses to work on which will fundamentally change the direction of the squad', 'All insights will need to be presented back to key stakeholder and will require the development of interactive reports and dashboards', 'Technical experience with tools and techniques for analysis, data manipulation and presentation (strong SQL, Tableau or equivalents for data visualisation, and Big Query/Cloud experience is advantageous)', 'Ability to work collaboratively with technical and business teams', 'Contribute to the development of well-governed, shared and reusable data assets', 'Data Modelling, able to design data model /concept and understand the solution architecture in Cloud infrastructure', 'Ability to multi-task, highly adaptable to change and ambiguity', 'Strong curiosity and eagerness to continuously learn']",https://www.linkedin.com//jobs/view/3494016237/?alternateChannel=search&refId=2lO%2FyjoWILWsAOvPfPwnQw%3D%3D&trackingId=u%2BekTdQlLkue4OYo%2FQVXYQ%3D%3D&trk=d_flagship3_search_srp_jobs
87,Lead Data Scientist (Marketing),"Sydney, New South Wales, Australia",24,,"['Be an expert in our models, leading their application for new customers and verticals', 'Collaborate with customer engineers to ensure each customer instance is optimised for their objectives', 'Build customer confidence in the accuracy and quality of results generated', 'Develop automated feature extraction methods to create useful signals', 'Improve documentation by writing playbooks for different verticals and providing a data science lens on insights and outputs from the model', 'Lead and participate in customer technical workshops', 'Contribute to our product and roadmap by shaping new features and outputs', 'Train, mentor and provide feedback to other members of the team', '5+ years working in marketing data science', 'Substantial experience building and using market mix models', 'Ability to understand and use adstock and saturation curves in marketing analysis and strategy', 'Knowledge of different types of data utilised in MMM', 'SQL and Python proficiency', 'Experience working with multivariate time-series data', 'Comfortable with machine learning fundamentals, especially probability', 'Tertiary education in statistics, mathematics, marketing, or data science', 'Lead or team lead experience mentoring or guiding others']",https://www.linkedin.com//jobs/view/3458573550/?alternateChannel=search&refId=2lO%2FyjoWILWsAOvPfPwnQw%3D%3D&trackingId=bWgFjNt92hwiQb5wmq2z7w%3D%3D&trk=d_flagship3_search_srp_jobs
88,Senior Manager - Data Science,Australia,74,,"['Set up machine learning pipelines through APIs and integrate it with developed platforms', 'Provide insights using NLP to assist end users to better understand key insights from dashboards, graphs, benchmarks etc.', 'Research and implement appropriate ML algorithms and tools', 'Run machine learning tests and experiments', 'Identify, create, manage, and maintain analytically rigorous data and automating collection processes', 'Identify data patterns, trends and develop predictive models and machine-learning algorithms.', 'Full remote working set-up to work from wherever you want – work from home and/or office', 'Be rewarded with opportunities for development and promotion', 'Grow your career while living somewhere you love', 'Work around your family, lifestyle or personal commitments', 'Thrive in a team who come together to achieve amazing outcomes', 'Minimum 2 years of experience in analytics/data science', 'BSc/BA/MS/PhD in Computer Engineering, Data Science, Information Technology', 'Understanding of data structures, data modelling and software architecture', 'Deep knowledge of math, probability, statistics and algorithms', 'Worked with machine learning frameworks such as SK-learn, TensorFlow, Py-torch.', 'Python programming, familiarity with Java or C++ is an asset.', 'Data mining, plus deep knowledge of machine-learning and operations research.', 'Working with cloud service providers (Microsoft Azure)', 'Knowledge in theory of algorithms, logistic and linear regression, PCA, XG Boost, Bert, CNN and RNN, decision tree analysis and deep learning algorithms', 'Knowledgeable and passionate about delivering quality service', 'Collaborative, friendly and supportive', 'Connected with stakeholders in the business both locally and nationally', 'Encouraging of career development and learning']",https://www.linkedin.com//jobs/view/3468513072/?alternateChannel=search&refId=2lO%2FyjoWILWsAOvPfPwnQw%3D%3D&trackingId=DGhln9sE8iFTwepZghpPyA%3D%3D&trk=d_flagship3_search_srp_jobs
89,Big Data Developer,"Melbourne, Victoria, Australia",84,Krishna S.,"['Expert big data engineering skills including Java, Scala, Python, the Apache Big Data stack and Hortonworks HDF including:', 'Kafka', 'Spark Streaming', 'Scala', 'NiFi', 'Storm', 'Experience in batch big data engineering skills including:', 'Hadoop', 'Spark', 'Hive', 'HBase', 'Design and build DevOps pipeline for large-scale implementation of streaming / real-time data pipelines for both analytical and operational data applications', 'Build capabilities on the platform that enable data analysts to rapidly consume data pipelines through data applications and exploration capabilities', 'Define and update data models and associated technical and business metadata', 'Work closely with Product Owner/s, Architects and delivery teams to build systems that drive towards its strategic platform vision', 'Optimise and contribute to existing Platform frameworks, components and templates enabling future development efficiencies', 'Knowledge transfer throughout the organization via participation in CoPs, appropriate documentation and internal presentations establishing thought leadership and capability excellence on client’s platform', 'Experience building batch and real-time data pipelines and applications in a production environment', 'Experience with functional programming techniques', 'Experience in Test Driven Development or Behaviour Driven Development', 'Experience in logical and physical data modelling across structured, semi-structured and unstructured data technologies', 'Software testing and release cycle experience', 'Excellent communications skills and a team player', 'SQL and relational database skills (MS SQL Server, Oracle, etc.)', 'Proficiency with Cloud providers, preferably Azure, alternatively AWS, GCP, etc.', 'Ability to express real-world processes in the languages of mathematics and probability', 'Agile delivery experience (including Scrum, Kanban, SAFe)', 'Domain expertise in finance, credit risk, fraud, and/or marketing', 'Proficiency with data visualization libraries (Bokeh, Matplotlib, d3.js)', 'Machine learning or data science engineering experience']",https://www.linkedin.com//jobs/view/3387693972/?alternateChannel=search&refId=2lO%2FyjoWILWsAOvPfPwnQw%3D%3D&trackingId=ca%2B1FVELamek6JCl3sEHbw%3D%3D&trk=d_flagship3_search_srp_jobs
90,Data Science Internship & Training,Australia,13,Daniel Aditya Hadi,[],https://www.linkedin.com//jobs/view/3487744240/?alternateChannel=search&refId=2lO%2FyjoWILWsAOvPfPwnQw%3D%3D&trackingId=tRh6ngUEmuoL5PmXOx9V6Q%3D%3D&trk=d_flagship3_search_srp_jobs
